applicant_id,academic_score,income_annual,employment_years,credit_score,credit_history_years,loan_amount_requested,loan_percent_income,existing_debt_ratio,prior_default_flag,documents_missing_ct,eligibility_criteria_met,loan_status,academic_score_scaled,income_annual_scaled,employment_years_scaled,credit_score_scaled,credit_history_years_scaled,loan_amount_requested_scaled,loan_percent_income_scaled,existing_debt_ratio_scaled
APP000866,49.9,84478.0,0.3,661.0,15.2,5959.0,0.071,0.46,0,0,1,0,0.47703549060542794,0.41925051421413917,0.0075,0.6563636363636364,0.5066666666666666,0.053141896313897645,0.0063045586808923365,0.5140291806958474
APP000867,63.9,61625.0,0.1,707.0,5.5,7389.0,0.12,0.076,0,1,1,1,0.6231732776617954,0.30047516894679327,0.0025,0.74,0.18333333333333332,0.0675399470393379,0.011057225994180405,0.08305274971941638
APP000868,61.2,105904.0,1.0,568.0,3.1,4642.0,0.044,0.176,0,1,1,0,0.5949895615866388,0.530609221941709,0.025,0.48727272727272725,0.10333333333333333,0.0398815936527754,0.0036857419980601356,0.19528619528619526
APP000869,69.3,37074.0,11.6,671.0,1.2,23837.0,0.643,0.333,0,1,1,0,0.6795407098121086,0.17287470066435298,0.29,0.6745454545454546,0.04,0.23314773608272335,0.061784675072744905,0.3714927048260382
APP000870,74.2,93015.0,8.6,672.0,2.9,16627.0,0.179,0.082,0,2,1,1,0.7306889352818372,0.46362040536835664,0.215,0.6763636363636364,0.09666666666666666,0.16055336843907006,0.01677982541222114,0.08978675645342311
APP000871,54.9,166176.0,5.2,629.0,1.7,4110.0,0.025,0.301,0,1,0,0,0.5292275574112735,0.8438647074339187,0.13,0.5981818181818181,0.056666666666666664,0.03452511604023399,0.001842870999030068,0.3355780022446689
APP000872,80.9,50627.0,4.1,409.0,0.5,6788.0,0.134,0.401,0,1,1,0,0.8006263048016702,0.2433145665204042,0.1025,0.19818181818181818,0.016666666666666666,0.06148873830787664,0.012415130940834141,0.4478114478114478
APP000873,70.9,66144.0,1.9,665.0,0.0,17084.0,0.258,0.431,1,0,0,0,0.6962421711899792,0.32396205404998046,0.0475,0.6636363636363637,0.0,0.16515470353104642,0.024442289039767216,0.48148148148148145
APP000874,41.6,28048.0,3.4,672.0,2.0,15974.0,0.57,0.334,0,0,1,0,0.3903966597077244,0.12596329881850937,0.08499999999999999,0.6763636363636364,0.06666666666666667,0.15397859422668372,0.05470417070805043,0.372615039281706
APP000875,40.6,83821.0,2.5,565.0,6.9,9438.0,0.113,0.514,0,1,1,0,0.37995824634655534,0.4158358464750832,0.0625,0.4818181818181818,0.23,0.088170440701175,0.01037827352085354,0.574635241301908
APP000876,69.8,96513.0,0.7,702.0,8.8,8484.0,0.088,0.201,0,0,1,1,0.6847599164926931,0.48180078246305647,0.017499999999999998,0.730909090909091,0.29333333333333333,0.07856502783958759,0.007953443258971871,0.22334455667789002
APP000877,66.7,36437.0,9.4,672.0,4.0,10077.0,0.277,0.274,0,0,1,1,0.6524008350730689,0.16956398019284816,0.23500000000000001,0.6763636363636364,0.13333333333333333,0.0946042549763892,0.026285160038797283,0.3052749719416386
APP000878,68.4,69682.0,8.2,687.0,1.2,7390.0,0.106,0.269,0,0,1,1,0.6701461377870565,0.34235032567978263,0.205,0.7036363636363636,0.04,0.06755001560627875,0.009699321047526672,0.2996632996632997
APP000879,69.6,58005.0,4.2,616.0,8.8,21452.0,0.37,0.336,0,1,1,0,0.6826722338204593,0.2816607135200313,0.10500000000000001,0.5745454545454546,0.29333333333333333,0.2091342039287548,0.035305528612997086,0.37485970819304154
APP000880,73.4,61974.0,16.3,496.0,10.7,16502.0,0.266,0.376,0,2,1,0,0.7223382045929019,0.30228904876556123,0.40750000000000003,0.3563636363636364,0.35666666666666663,0.15929479757146164,0.02521823472356935,0.41975308641975306
APP000881,84.2,79795.0,6.8,498.0,1.7,12356.0,0.155,0.106,0,1,1,0,0.8350730688935282,0.39491126151703243,0.16999999999999998,0.36,0.056666666666666664,0.11755051903462581,0.014451988360814742,0.11672278338945005
APP000882,53.3,66926.0,4.1,712.0,9.5,4706.0,0.07,0.626,0,0,0,0,0.5125260960334029,0.32802639221123125,0.1025,0.7490909090909091,0.31666666666666665,0.04052598193699091,0.006207565470417071,0.7003367003367004
APP000883,52.4,45099.0,5.0,552.0,0.4,6573.0,0.146,0.142,1,0,0,0,0.5031315240083507,0.21458354176926045,0.125,0.4581818181818182,0.013333333333333334,0.05932399641559017,0.013579049466537341,0.15712682379349044
APP000884,53.6,80820.0,1.4,578.0,15.0,6513.0,0.081,0.057,0,2,1,0,0.5156576200417536,0.40023855897902993,0.034999999999999996,0.5054545454545455,0.5,0.05871988239913813,0.0072744907856450046,0.06172839506172839
APP000885,74.3,95522.0,1.1,726.0,0.4,7821.0,0.082,0.031,0,2,1,0,0.731732776617954,0.476650195355896,0.027500000000000004,0.7745454545454545,0.013333333333333334,0.07188956795779257,0.007371483996120271,0.03254769921436588
APP000886,88.7,35154.0,6.6,458.0,8.4,11432.0,0.325,0.226,0,2,1,0,0.8820459290187892,0.16289576297944053,0.16499999999999998,0.2872727272727273,0.28,0.10824716318126441,0.030940834141610085,0.25140291806958476
APP000887,63.5,48968.0,1.2,505.0,3.2,30453.0,0.622,0.164,0,0,0,0,0.6189979123173277,0.23469214067703453,0.03,0.37272727272727274,0.10666666666666667,0.29976137496350147,0.0597478176527643,0.18181818181818182
APP000888,32.5,16963.0,2.5,721.0,0.3,11406.0,0.672,0.235,0,0,1,0,0.2954070981210856,0.06835052577827268,0.0625,0.7654545454545455,0.01,0.10798538044080186,0.06459747817652764,0.2615039281705948
APP000889,44.4,69575.0,0.5,658.0,0.9,3845.0,0.055,0.262,0,0,1,1,0.4196242171189979,0.3417942077983839,0.0125,0.6509090909090909,0.030000000000000002,0.03185694580090416,0.0047526673132880694,0.29180695847362514
APP000890,57.5,102117.0,6.7,471.0,3.2,16236.0,0.159,0.465,0,0,1,0,0.5563674321503131,0.5109268068308946,0.1675,0.3109090909090909,0.10666666666666667,0.15661655876519096,0.014839961202715808,0.5196408529741863
APP000891,61.6,42008.0,1.6,610.0,5.0,3923.0,0.093,0.528,0,1,1,0,0.5991649269311065,0.19851849156922693,0.04,0.5636363636363636,0.16666666666666666,0.03264229402229181,0.008438409311348205,0.590347923681257
APP000892,63.9,53107.0,2.8,666.0,10.6,13853.0,0.261,0.509,0,0,1,0,0.6231732776617954,0.25620402769674944,0.06999999999999999,0.6654545454545454,0.35333333333333333,0.13262316374510416,0.024733268671193017,0.569023569023569
APP000893,70.6,42954.0,0.7,551.0,13.1,7422.0,0.173,0.077,0,0,1,0,0.6931106471816283,0.20343519732439733,0.017499999999999998,0.45636363636363636,0.43666666666666665,0.06787220974838651,0.016197866149369543,0.08417508417508417
APP000894,65.3,38936.0,11.1,520.0,1.5,15050.0,0.387,0.467,0,2,1,0,0.6377870563674322,0.18255219127336703,0.27749999999999997,0.4,0.05,0.14467523837332233,0.036954413191076625,0.521885521885522
APP000895,85.7,56348.0,3.0,498.0,0.3,14563.0,0.258,0.236,1,2,1,0,0.8507306889352818,0.27304868240341673,0.075,0.36,0.01,0.13977184627311995,0.024442289039767216,0.2626262626262626
APP000896,59.9,30621.0,0.3,726.0,1.0,11345.0,0.37,0.381,0,2,1,0,0.581419624217119,0.13933611478896757,0.0075,0.7745454545454545,0.03333333333333333,0.10737119785740895,0.035305528612997086,0.42536475869809204
APP000897,57.1,42567.0,0.7,744.0,0.7,4850.0,0.114,0.113,0,2,1,1,0.5521920668058455,0.20142381769728218,0.017499999999999998,0.8072727272727273,0.02333333333333333,0.0419758555764758,0.010475266731328807,0.12457912457912458
APP000898,77.2,28489.0,8.2,718.0,7.1,6507.0,0.228,0.298,0,0,1,1,0.7620041753653445,0.1282553360680127,0.205,0.76,0.23666666666666666,0.05865947099749293,0.021532492725509212,0.33221099887766553
APP000899,47.0,69804.0,1.2,761.0,1.3,14384.0,0.206,0.194,0,0,0,1,0.44676409185803756,0.34298440401184477,0.03,0.8381818181818181,0.043333333333333335,0.1379695727907047,0.019398642095053344,0.21548821548821548
APP000900,75.8,56587.0,3.5,765.0,4.6,11403.0,0.202,0.115,0,0,1,1,0.7473903966597076,0.27429085225065325,0.0875,0.8454545454545455,0.15333333333333332,0.10795517473997926,0.019010669253152278,0.12682379349046016
APP000901,71.5,37845.0,0.7,514.0,3.1,35966.0,0.95,0.344,0,0,0,0,0.7025052192066806,0.17688186782845064,0.017499999999999998,0.3890909090909091,0.10333333333333333,0.35526938450850293,0.09156159068865179,0.3838383838383838
APP000902,67.8,50124.0,1.5,740.0,15.0,11076.0,0.221,0.304,1,1,1,0,0.6638830897703548,0.24070029274149224,0.0375,0.8,0.5,0.10466275335031565,0.020853540252182345,0.3389450056116723
APP000903,93.8,42940.0,3.4,660.0,10.4,17311.0,0.403,0.154,0,0,1,1,0.9352818371607515,0.2033624342371115,0.08499999999999999,0.6545454545454545,0.3466666666666667,0.1674402682266233,0.03850630455868089,0.17059483726150393
APP000904,60.7,97376.0,0.9,821.0,3.3,7585.0,0.078,0.101,0,0,1,1,0.5897703549060543,0.48628610705788955,0.0225,0.9472727272727273,0.11,0.06951338615974788,0.006983511154219204,0.11111111111111112
APP000905,100.0,37624.0,7.0,850.0,18.6,5512.0,0.147,0.042,0,0,0,1,1.0,0.1757332505220102,0.175,1.0,0.62,0.04864124689132996,0.013676042677012607,0.04489337822671156
APP000906,66.6,71756.0,9.7,632.0,7.1,22366.0,0.312,0.169,0,0,1,0,0.6513569937369519,0.3531296573248391,0.2425,0.6036363636363636,0.23666666666666666,0.21833687411270755,0.029679922405431616,0.18742985409652077
APP000907,50.8,32108.0,0.9,623.0,11.9,6054.0,0.189,0.254,0,0,1,0,0.4864300626304801,0.14706459413139714,0.0225,0.5872727272727273,0.39666666666666667,0.054098410173280036,0.01774975751697381,0.2828282828282828
APP000908,71.0,79901.0,2.2,615.0,6.7,3679.0,0.046,0.494,1,1,0,0,0.697286012526096,0.3954621820350536,0.05500000000000001,0.5727272727272728,0.22333333333333333,0.030185563688720184,0.0038797284190106693,0.5521885521885521
APP000909,53.9,91344.0,6.8,656.0,20.4,3911.0,0.043,0.149,0,1,1,0,0.5187891440501043,0.45493561116445624,0.16999999999999998,0.6472727272727272,0.6799999999999999,0.0325214712190014,0.0035887487875848685,0.16498316498316498
APP000910,58.7,93967.0,6.5,671.0,10.2,12821.0,0.136,0.377,0,0,1,1,0.5688935281837161,0.4685682953037924,0.1625,0.6745454545454546,0.33999999999999997,0.1222324026621291,0.012609117361784675,0.42087542087542085
APP000911,76.0,118493.0,1.3,850.0,0.2,6203.0,0.052,0.352,0,2,1,1,0.7494780793319415,0.5960388295017938,0.0325,1.0,0.006666666666666667,0.055598626647469264,0.0044616876818622695,0.39281705948372614
APP000912,78.3,58423.0,3.3,663.0,2.2,3439.0,0.059,0.147,0,0,1,1,0.7734864300626304,0.28383321141185075,0.08249999999999999,0.66,0.07333333333333333,0.027769107622912032,0.005140640155189136,0.16273849607182939
APP000913,60.7,103029.0,0.5,611.0,1.2,38058.0,0.369,0.432,0,0,1,0,0.5897703549060543,0.5156668022312281,0.0125,0.5654545454545454,0.04,0.3763328265487973,0.03520853540252182,0.48260381593714924
APP000914,84.8,129898.0,1.1,651.0,0.1,2146.0,0.017,0.59,0,1,1,1,0.8413361169102296,0.6553147588228492,0.027500000000000004,0.6381818181818182,0.0033333333333333335,0.014750450568370604,0.001066925315227934,0.6599326599326599
APP000915,87.4,25003.0,0.3,576.0,7.3,7427.0,0.297,0.7,0,0,1,0,0.8684759916492694,0.11013732733384354,0.0075,0.5018181818181818,0.24333333333333332,0.06792255258309085,0.028225024248302616,0.7833894500561167
APP000916,91.5,34134.0,16.3,499.0,3.2,30807.0,0.903,0.261,0,0,1,0,0.9112734864300627,0.15759445233433078,0.40750000000000003,0.3618181818181818,0.10666666666666667,0.30332564766056846,0.08700290979631425,0.29068462401795736
APP000917,77.9,19982.0,1.5,637.0,2.9,10317.0,0.516,0.463,0,0,1,0,0.7693110647181629,0.08404136581512199,0.0375,0.6127272727272727,0.09666666666666666,0.09702071104219737,0.049466537342386034,0.5173961840628507
APP000918,90.5,92659.0,4.8,850.0,2.0,55474.0,0.599,0.255,0,1,1,1,0.9008350730688935,0.4617701440059458,0.12,1.0,0.06666666666666667,0.5516869883909423,0.05751697381183317,0.2839506172839506
APP000919,41.8,19829.0,2.4,730.0,6.0,17121.0,0.863,0.512,0,0,1,0,0.3924843423799582,0.08324616921835552,0.06,0.7818181818181819,0.2,0.16552724050785853,0.08312318137730358,0.5723905723905723
APP000920,65.2,16850.0,9.3,607.0,0.0,4336.0,0.257,0.35,0,0,1,0,0.6367432150313153,0.06776322371660856,0.2325,0.5581818181818182,0.0,0.036800612168870005,0.024345295829291947,0.3905723905723905
APP000921,57.0,25376.0,0.1,682.0,0.2,16732.0,0.659,0.127,0,0,1,0,0.5511482254697286,0.11207594387367288,0.0025,0.6945454545454546,0.006666666666666667,0.16161056796786114,0.06333656644034917,0.14029180695847362
APP000922,71.8,17275.0,6.3,850.0,2.3,6659.0,0.385,0.063,1,0,1,1,0.7056367432150312,0.06997210315207096,0.1575,1.0,0.07666666666666666,0.060189893172504755,0.03676042677012609,0.06846240179573512
APP000923,61.4,57716.0,3.1,668.0,2.3,8286.0,0.144,0.17,0,2,1,0,0.5970772442588727,0.2801586755039169,0.0775,0.6690909090909091,0.07666666666666666,0.07657145158529587,0.013385063045586806,0.18855218855218855
APP000924,67.5,25573.0,4.5,570.0,0.4,4900.0,0.192,0.153,0,1,1,0,0.6607515657620041,0.11309982445905192,0.1125,0.4909090909090909,0.013333333333333334,0.042479283923519164,0.01804073714839961,0.16947250280583614
APP000925,98.2,17780.0,0.1,656.0,2.1,6264.0,0.352,0.151,0,2,1,0,0.9812108559498957,0.07259677165773804,0.0025,0.6472727272727272,0.07,0.05621280923086217,0.03355965082444228,0.16722783389450055
APP000926,67.5,47805.0,0.4,708.0,12.4,16440.0,0.344,0.21,1,0,1,0,0.6607515657620041,0.22864760706893392,0.01,0.7418181818181818,0.41333333333333333,0.15867054642112788,0.03278370514064015,0.2334455667789001
APP000927,76.2,49527.0,12.0,687.0,0.4,5246.0,0.106,0.27,0,1,1,0,0.7515657620041754,0.23759746680508978,0.3,0.7036363636363636,0.013333333333333334,0.04596300808505925,0.009699321047526672,0.30078563411896747
APP000928,66.5,15965.0,2.8,781.0,4.8,2554.0,0.16,0.111,0,0,1,1,0.6503131524008351,0.06316355712746924,0.06999999999999999,0.8745454545454545,0.16,0.018858425880244466,0.014936954413191076,0.122334455667789
APP000929,71.1,31945.0,3.2,659.0,4.8,13188.0,0.413,0.292,1,1,1,0,0.6983298538622129,0.1462174239008551,0.08,0.6527272727272727,0.16,0.1259275667294274,0.039476236663433556,0.32547699214365877
APP000930,70.1,46874.0,8.5,439.0,23.0,8337.0,0.178,0.366,0,1,1,0,0.6878914405010438,0.2238088617644269,0.2125,0.25272727272727274,0.7666666666666667,0.0770849484992801,0.016682832201745875,0.40852974186307517
APP000931,76.7,39573.0,0.5,692.0,4.0,18841.0,0.476,0.135,0,0,1,1,0.75678496868476,0.18586291174487182,0.0125,0.7127272727272728,0.13333333333333333,0.18284517564615027,0.04558680892337536,0.14927048260381595
APP000932,87.5,40228.0,13.7,686.0,2.8,5786.0,0.144,0.643,0,1,1,0,0.8695198329853863,0.1892671847571727,0.34249999999999997,0.7018181818181818,0.09333333333333332,0.0514000342331276,0.013385063045586806,0.7194163860830528
APP000933,94.7,99466.0,4.9,680.0,10.4,20240.0,0.203,0.098,0,0,1,1,0.9446764091858038,0.49714859651698695,0.12250000000000001,0.6909090909090909,0.3466666666666667,0.19693110079642365,0.019107662463627547,0.10774410774410774
APP000934,74.6,177713.0,5.3,574.0,4.6,16322.0,0.092,0.231,0,0,1,0,0.7348643006263047,0.903826688720812,0.1325,0.49818181818181817,0.15333333333333332,0.15748245552210555,0.008341416100872938,0.2570145903479237
APP000935,78.8,40620.0,5.5,829.0,0.3,14204.0,0.35,0.337,0,2,1,0,0.778705636743215,0.19130455120117565,0.1375,0.9618181818181818,0.01,0.13615723074134858,0.03336566440349175,0.3759820426487093
APP000936,52.7,22178.0,4.2,552.0,4.7,3847.0,0.173,0.193,0,0,1,0,0.5062630480167015,0.0954547757922406,0.10500000000000001,0.4581818181818182,0.15666666666666668,0.03187708293478589,0.016197866149369543,0.2143658810325477
APP000937,68.7,42585.0,1.3,562.0,3.2,9493.0,0.223,0.336,0,0,0,0,0.6732776617954072,0.20151737023807823,0.0325,0.4763636363636364,0.10666666666666667,0.0887242118829227,0.02104752667313288,0.37485970819304154
APP000938,84.1,55082.0,0.2,629.0,1.9,18619.0,0.338,0.068,0,2,1,0,0.8340292275574112,0.2664688203674276,0.005,0.5981818181818181,0.06333333333333332,0.18060995378527775,0.032201745877788554,0.07407407407407407
APP000939,83.0,47479.0,0.7,769.0,13.8,6718.0,0.141,0.119,0,0,1,1,0.8225469728601252,0.22695326660784984,0.017499999999999998,0.8527272727272728,0.46,0.06078393862201593,0.013094083414161007,0.1313131313131313
APP000940,73.2,70715.0,20.3,773.0,8.1,2279.0,0.032,0.394,0,0,1,0,0.7202505219206681,0.34771920204880064,0.5075000000000001,0.86,0.26999999999999996,0.016089569971505957,0.002521823472356935,0.4399551066217733
APP000941,83.3,49127.5,0.8,708.0,3.8,6162.0,0.033,0.424,0,1,1,1,0.8256784968684759,0.23552112013575513,0.02,0.7418181818181818,0.12666666666666665,0.055185815402893704,0.0026188166828322017,0.4736251402918069
APP000942,77.4,17538.0,8.6,730.0,1.8,5096.0,0.291,0.226,1,0,1,0,0.7640918580375783,0.07133900972036886,0.215,0.7818181818181819,0.060000000000000005,0.04445272304392916,0.027643064985451014,0.25140291806958476
APP000943,88.0,36162.0,3.3,533.0,10.8,6471.0,0.179,0.347,1,0,1,0,0.8747390396659708,0.16813470526401955,0.08249999999999999,0.42363636363636364,0.36000000000000004,0.0582970025876217,0.01677982541222114,0.38720538720538716
APP000944,74.3,123585.0,3.5,497.0,15.1,3600.0,0.029,0.313,0,1,1,0,0.731732776617954,0.622503803820322,0.0875,0.35818181818181816,0.5033333333333333,0.029390146900391666,0.0022308438409311348,0.34904601571268234
APP000945,64.7,35838.0,8.4,617.0,7.3,17018.0,0.475,0.527,0,0,1,0,0.6315240083507307,0.1664507595296906,0.21000000000000002,0.5763636363636364,0.24333333333333332,0.1644901781129492,0.04548981571290009,0.5892255892255892
APP000946,75.0,78723.0,2.8,730.0,6.8,15150.0,0.192,0.011,0,0,0,1,0.7390396659707724,0.38933968797628965,0.06999999999999999,0.7818181818181819,0.22666666666666666,0.14568209506740906,0.01804073714839961,0.0101010101010101
APP000947,26.0,71578.0,4.8,732.0,6.6,5241.0,0.073,0.145,0,0,1,1,0.22755741127348644,0.35220452664363366,0.12,0.7854545454545454,0.22,0.045912665250354916,0.00649854510184287,0.16049382716049382
APP000948,75.7,102963.0,1.1,572.0,0.9,7309.0,0.071,0.312,1,0,1,0,0.7463465553235908,0.5153237762483093,0.027500000000000004,0.49454545454545457,0.030000000000000002,0.0667344616840685,0.0063045586808923365,0.34792368125701456
APP000949,15.3,154508.0,2.1,562.0,0.5,5371.0,0.035,0.249,1,1,1,0,0.11586638830897705,0.7832218715445655,0.052500000000000005,0.4763636363636364,0.016666666666666666,0.04722157895266767,0.0028128031037827354,0.2772166105499439
APP000950,44.1,49127.5,1.7,755.0,10.4,13911.0,0.232,0.528,0,1,1,0,0.4164926931106472,0.23552112013575513,0.042499999999999996,0.8272727272727273,0.3466666666666667,0.13320714062767447,0.021920465567410282,0.590347923681257
APP000951,76.8,17197.0,2.8,667.0,12.8,4907.0,0.285,0.742,0,1,1,0,0.7578288100208768,0.06956670880862138,0.06999999999999999,0.6672727272727272,0.4266666666666667,0.042549763892105234,0.027061105722599413,0.8305274971941639
APP000952,77.2,32201.0,3.8,464.0,4.0,5436.0,0.169,0.441,0,0,1,0,0.7620041753653445,0.1475479489255101,0.095,0.29818181818181816,0.13333333333333333,0.04787603580382404,0.015809893307468476,0.49270482603815935
APP000953,52.6,181976.0,9.1,549.0,4.2,10614.0,0.058,0.298,0,0,1,0,0.5052192066805845,0.9259830487993441,0.22749999999999998,0.4527272727272727,0.14,0.10001107542363495,0.00504364694471387,0.33221099887766553
APP000954,59.3,20983.0,0.8,694.0,5.8,5468.0,0.261,0.21,0,2,1,0,0.5751565762004175,0.08924392655605812,0.02,0.7163636363636363,0.19333333333333333,0.04819822994593179,0.024733268671193017,0.2334455667789001
APP000955,90.6,66044.0,3.2,543.0,11.3,32005.0,0.485,0.173,0,0,1,0,0.9018789144050103,0.3234423177122246,0.08,0.44181818181818183,0.3766666666666667,0.3153877908557275,0.04645974781765276,0.1919191919191919
APP000956,62.7,10843.0,2.7,561.0,0.4,5979.0,0.551,0.243,0,0,1,0,0.6106471816283925,0.036542661907614266,0.0675,0.47454545454545455,0.013333333333333334,0.053343267652714986,0.05286129970902037,0.27048260381593714
APP000957,100.0,21791.0,1.5,565.0,3.8,16528.0,0.758,0.567,0,1,1,0,1.0,0.09344339616512543,0.0375,0.4818181818181818,0.12666666666666665,0.1595565803119242,0.07293889427740058,0.6341189674523007
APP000958,70.0,83463.0,2.8,729.0,1.3,18357.0,0.22,0.269,0,1,1,0,0.6868475991649269,0.41397519038591724,0.06999999999999999,0.78,0.043333333333333335,0.17797198924677052,0.02075654704170708,0.2996632996632997
APP000959,76.1,50090.0,2.8,649.0,3.7,3705.0,0.074,0.487,0,0,1,1,0.7505219206680583,0.24052358238665525,0.06999999999999999,0.6345454545454545,0.12333333333333334,0.030447346429182735,0.006595538312318136,0.5443322109988776
APP000960,94.3,39110.0,4.4,801.0,12.9,8233.0,0.211,0.497,0,1,1,0,0.940501043841336,0.18345653250106222,0.11000000000000001,0.9109090909090909,0.43,0.0760378175374299,0.019883608147429677,0.5555555555555556
APP000961,72.0,30073.0,0.7,611.0,3.1,5380.0,0.179,0.393,1,0,1,0,0.7077244258872651,0.13648795965806546,0.017499999999999998,0.5654545454545454,0.10333333333333333,0.04731219605513547,0.01677982541222114,0.4388327721661055
APP000962,55.0,14795.0,0.1,631.0,0.4,18650.0,1.261,0.148,0,1,1,0,0.5302713987473904,0.05708264197572571,0.0025,0.6018181818181818,0.013333333333333334,0.18092207936044463,0.12172647914645973,0.16386083052749717
APP000963,68.4,74313.0,2.4,680.0,0.4,9377.0,0.126,0.077,0,0,1,1,0.6701461377870565,0.36641931548125634,0.06,0.6909090909090909,0.013333333333333334,0.0875562581177821,0.011639185257032007,0.08417508417508417
APP000964,69.5,41362.0,3.7,594.0,7.4,18458.0,0.446,0.082,1,1,1,0,0.6816283924843424,0.1951609948273241,0.0925,0.5345454545454545,0.24666666666666667,0.1789889145077981,0.04267701260911736,0.08978675645342311
APP000965,49.5,19671.0,0.4,506.0,2.6,31016.0,1.577,0.151,1,1,1,0,0.47286012526096033,0.08242498580470127,0.01,0.37454545454545457,0.08666666666666667,0.30542997815120976,0.15237633365664402,0.16722783389450055
APP000966,66.2,49917.0,7.3,618.0,5.0,33135.0,0.664,0.206,0,0,1,0,0.6471816283924844,0.2396244385223376,0.1825,0.5781818181818181,0.16666666666666666,0.32676527149890755,0.06382153249272551,0.22895622895622894
APP000967,58.9,69477.0,6.5,583.0,0.6,4670.0,0.067,0.166,0,0,1,0,0.5709812108559499,0.34128486618738313,0.1625,0.5145454545454545,0.02,0.040163513527119686,0.005916585838991271,0.1840628507295174
APP000968,83.9,43460.0,2.2,639.0,11.5,4335.0,0.1,0.034,0,1,1,0,0.8319415448851775,0.20606506319344198,0.05500000000000001,0.6163636363636363,0.38333333333333336,0.03679054360192914,0.009117361784675072,0.03591470258136925
APP000969,70.5,52554.0,2.3,596.0,9.4,4330.0,0.082,0.543,0,0,0,0,0.6920668058455115,0.25332988574895954,0.057499999999999996,0.5381818181818182,0.31333333333333335,0.0367402007672248,0.007371483996120271,0.6071829405162739
APP000970,65.8,50155.0,3.3,691.0,22.2,21904.0,0.437,0.336,0,0,1,1,0.6430062630480167,0.24086141100619657,0.08249999999999999,0.7109090909090909,0.74,0.21368519618602685,0.041804073714839955,0.37485970819304154
APP000971,68.4,32078.0,0.7,618.0,3.3,16753.0,0.522,0.004,0,0,1,1,0.6701461377870565,0.1469086732300704,0.017499999999999998,0.5781818181818181,0.11,0.16182200787361936,0.050048496605237636,0.002244668911335578
APP000972,73.3,50643.0,5.9,505.0,1.0,15925.0,0.314,0.293,0,0,1,0,0.721294363256785,0.24339772433444515,0.14750000000000002,0.37272727272727274,0.03333333333333333,0.15348523444658121,0.02987390882638215,0.32659932659932656
APP000973,79.3,76201.0,0.9,594.0,0.1,14534.0,0.191,0.169,0,0,1,0,0.7839248434237995,0.3762319375380869,0.0225,0.5345454545454545,0.0033333333333333335,0.1394798578318348,0.017943743937924344,0.18742985409652077
APP000974,55.0,91198.0,16.2,542.0,2.9,7430.0,0.081,0.188,1,0,1,0,0.5302713987473904,0.4541767961113327,0.40499999999999997,0.44,0.09666666666666666,0.06795275828391345,0.0072744907856450046,0.20875420875420875
APP000975,54.4,78782.0,2.8,823.0,0.7,10538.0,0.134,0.311,0,0,1,1,0.5240083507306889,0.38964633241556557,0.06999999999999999,0.9509090909090909,0.02333333333333333,0.09924586433612904,0.012415130940834141,0.3468013468013468
APP000976,86.6,32694.0,3.9,654.0,24.5,12520.0,0.383,0.088,0,0,0,0,0.8601252609603339,0.15011024907064646,0.0975,0.6436363636363637,0.8166666666666667,0.11920176401292804,0.036566440349175555,0.09652076318742984
APP000977,63.8,71806.0,1.4,710.0,6.9,10710.0,0.149,0.121,0,0,1,1,0.6221294363256784,0.35338952549371705,0.034999999999999996,0.7454545454545455,0.23,0.10097765784995821,0.01387002909796314,0.1335578002244669
APP000978,48.7,64814.0,0.6,641.0,3.7,6291.0,0.097,0.318,0,2,1,0,0.46450939457202506,0.31704956075782753,0.015,0.62,0.12333333333333334,0.05648466053826559,0.008826382153249272,0.3546576879910213
APP000979,76.7,49127.5,6.9,815.0,2.5,30540.0,0.954,0.114,1,2,1,0,0.75678496868476,0.23552112013575513,0.17250000000000001,0.9363636363636364,0.08333333333333333,0.3006373402873569,0.09194956353055285,0.12570145903479238
APP000980,77.0,37101.0,2.8,537.0,0.2,4272.0,0.115,0.312,0,1,0,0,0.7599164926931107,0.17301502947554706,0.06999999999999999,0.4309090909090909,0.006666666666666667,0.0361562238846545,0.010572259941804073,0.34792368125701456
APP000981,47.0,73704.0,0.8,579.0,4.9,7384.0,0.1,0.315,0,2,1,0,0.44676409185803756,0.3632541211843232,0.02,0.5072727272727273,0.16333333333333336,0.06748960420463355,0.009117361784675072,0.35129068462401797
APP000982,73.4,111988.0,5.5,750.0,12.7,27532.0,0.246,0.33,0,2,1,1,0.7223382045929019,0.5622299807307752,0.1375,0.8181818181818182,0.4233333333333333,0.27035109092922804,0.023278370514064013,0.3681257014590348
APP000983,81.0,16531.0,0.2,603.0,19.9,18970.0,1.148,0.737,0,0,1,0,0.8016701461377871,0.06610526479916738,0.005,0.5509090909090909,0.6633333333333333,0.18414402078152217,0.11076624636275459,0.8249158249158249
APP000984,75.6,131142.0,2.6,583.0,11.6,4070.0,0.031,0.249,0,1,1,1,0.7453027139874738,0.6617802788645321,0.065,0.5145454545454545,0.38666666666666666,0.0341223733625993,0.0024248302618816685,0.2772166105499439
APP000985,79.5,98567.0,0.0,599.0,4.0,2134.0,0.022,0.127,0,1,1,1,0.7860125260960334,0.4924761668405618,0.0,0.5436363636363636,0.13333333333333333,0.014629627765080196,0.0015518913676042677,0.14029180695847362
