applicant_id,academic_score,income_annual,employment_years,credit_score,credit_history_years,loan_amount_requested,loan_percent_income,existing_debt_ratio,prior_default_flag,documents_missing_ct,eligibility_criteria_met,loan_status,academic_score_scaled,income_annual_scaled,employment_years_scaled,credit_score_scaled,credit_history_years_scaled,loan_amount_requested_scaled,loan_percent_income_scaled,existing_debt_ratio_scaled,prior_default_flag_scaled,documents_missing_ct_scaled,eligibility_criteria_met_scaled
APP003815,59.0,53674.0,2.8,628.0,14.5,11342.0,0.211,0.05,0,0,1,1,0.5720250521920668,0.2592671550912806,0.06999999999999999,0.5963636363636363,0.48333333333333334,0.10729605090923737,0.035991531404375436,0.052808988764044947,0.0,0.0,1.0
APP003816,69.1,69833.0,0.2,772.0,1.9,24036.0,0.344,0.386,0,0,1,1,0.6774530271398747,0.3432890146059412,0.005,0.8581818181818182,0.06333333333333332,0.23511287431782024,0.059456598447424125,0.4303370786516854,0.0,0.0,1.0
APP003817,72.8,37553.0,1.7,744.0,3.6,17462.0,0.465,0.469,0,1,1,0,0.7160751565762004,0.17544288395842325,0.042499999999999996,0.8072727272727273,0.12000000000000001,0.16891878285035342,0.0808045165843331,0.5235955056179775,0.0,0.5,1.0
APP003818,93.4,24745.0,3.5,694.0,10.4,11604.0,0.469,0.236,0,2,0,1,0.931106471816284,0.10884519990224575,0.0875,0.7163636363636363,0.3466666666666667,0.10993414825704331,0.08151023288637967,0.26179775280898876,0.0,1.0,0.0
APP003819,65.5,84466.0,1.2,716.0,2.9,28131.0,0.333,0.206,0,0,1,1,0.639874739039666,0.41937614068292783,0.03,0.7563636363636363,0.09666666666666666,0.2763457317195964,0.05751587861679605,0.2280898876404494,0.0,0.0,1.0
APP003820,84.4,120929.0,1.1,727.0,0.7,6750.0,0.056,0.059,0,0,1,1,0.8371607515657621,0.6089725924115662,0.027500000000000004,0.7763636363636364,0.02333333333333333,0.06105886380570715,0.008645024700070572,0.06292134831460673,0.0,0.0,1.0
APP003821,88.5,49072.0,4.4,694.0,2.6,11371.0,0.232,0.291,0,0,1,1,0.8799582463465553,0.23533816211606756,0.11000000000000001,0.7163636363636363,0.08666666666666667,0.1075880540507884,0.039696541990119974,0.3235955056179775,0.0,0.0,1.0
APP003822,69.0,54588.0,2.0,775.0,11.5,11089.0,0.203,0.079,0,1,0,0,0.6764091858037579,0.26401967564307216,0.05,0.8636363636363636,0.38333333333333336,0.1047485752260507,0.03458009880028229,0.0853932584269663,0.0,0.5,0.0
APP003823,66.8,37447.0,1.0,536.0,12.5,13463.0,0.36,0.104,1,2,1,0,0.6534446764091858,0.17489171636707762,0.025,0.4290909090909091,0.4166666666666667,0.12865255653784965,0.06227946365561044,0.11348314606741572,1.0,1.0,1.0
APP003824,65.1,83285.0,3.8,606.0,0.7,6890.0,0.083,0.328,0,0,1,1,0.6356993736951982,0.41323530176425627,0.095,0.5563636363636364,0.02333333333333333,0.06246853414422941,0.013408609738884967,0.3651685393258427,0.0,0.0,1.0
APP003825,66.2,49072.0,7.6,593.0,5.3,11105.0,0.226,0.093,0,0,1,0,0.6471816283924844,0.23533816211606756,0.19,0.5327272727272727,0.17666666666666667,0.10490968040759611,0.03863796753705011,0.10112359550561797,0.0,0.0,1.0
APP003826,82.8,196131.0,0.4,600.0,0.9,6737.0,0.034,0.102,1,1,1,1,0.8204592901878914,1.0,0.01,0.5454545454545454,0.030000000000000002,0.06092796584570151,0.004763585038814397,0.11123595505617977,1.0,0.5,1.0
APP003827,73.5,40910.0,1.6,636.0,5.0,3747.0,0.092,0.292,0,0,1,1,0.7233820459290188,0.19289825758245416,0.04,0.610909090909091,0.16666666666666666,0.030821435044404617,0.014996471418489766,0.3247191011235955,0.0,0.0,1.0
APP003828,73.5,123300.0,5.4,797.0,5.2,9103.0,0.074,0.474,0,0,1,1,0.7233820459290188,0.6213010674972311,0.135,0.9036363636363637,0.17333333333333334,0.08475139456672776,0.011820748059280167,0.5292134831460674,0.0,0.0,1.0
APP003829,53.1,49072.0,0.3,731.0,1.3,12187.0,0.248,0.614,0,0,1,0,0.5104384133611691,0.23533816211606756,0.0075,0.7836363636363637,0.043333333333333335,0.11580441830960388,0.042519407198306276,0.6865168539325842,0.0,0.0,1.0
APP003830,55.5,67519.0,6.9,760.0,8.5,4914.0,0.073,0.388,0,0,1,1,0.5354906054279749,0.3312569220929809,0.17250000000000001,0.8363636363636363,0.2833333333333333,0.04257204422337233,0.011644318983768522,0.43258426966292135,0.0,0.0,1.0
APP003831,100.0,50124.0,4.6,643.0,3.1,7877.0,0.157,0.387,0,1,1,1,1.0,0.24080824047546004,0.11499999999999999,0.6236363636363637,0.10333333333333333,0.07240671003081137,0.026464361326746646,0.4314606741573034,0.0,0.5,1.0
APP003832,67.3,51891.0,11.7,639.0,1.1,14696.0,0.283,0.12,0,0,1,0,0.6586638830897703,0.24999610022930652,0.2925,0.6163636363636363,0.03666666666666667,0.14106772459069214,0.04869442484121383,0.13146067415730336,0.0,0.0,1.0
APP003833,58.4,49322.0,3.8,702.0,2.1,16097.0,0.326,0.091,0,0,1,1,0.5657620041753653,0.236638085680562,0.095,0.730909090909091,0.07,0.15517449704976136,0.056280875088214534,0.09887640449438201,0.0,0.0,1.0
APP003834,91.5,196131.0,10.2,689.0,24.3,17133.0,0.087,0.128,0,0,1,1,0.9112734864300627,1.0,0.255,0.7072727272727273,0.81,0.1656060575548261,0.014114326040931543,0.1404494382022472,0.0,0.0,1.0
APP003835,74.2,29040.0,2.9,689.0,2.7,4954.0,0.171,0.053,0,0,1,1,0.7306889352818372,0.13117788674025968,0.0725,0.7072727272727273,0.09000000000000001,0.04297480717723584,0.02893436838390967,0.05617977528089887,0.0,0.0,1.0
APP003836,78.7,44507.0,1.6,850.0,2.9,48565.0,1.091,0.235,1,1,1,0,0.7776617954070981,0.21160155782839968,0.04,1.0,0.09666666666666666,0.4820971867007673,0.19124911785462245,0.2606741573033708,1.0,0.5,1.0
APP003837,67.9,41386.0,3.2,703.0,2.7,3443.0,0.083,0.124,0,0,1,1,0.6649269311064718,0.1953733120492515,0.08,0.7327272727272728,0.09000000000000001,0.027760436595041987,0.013408609738884967,0.13595505617977527,0.0,0.0,1.0
APP003838,65.2,17401.0,1.8,579.0,4.4,8777.0,0.504,0.685,0,2,1,0,0.6367432150313153,0.07065864527165802,0.045,0.5072727272727273,0.14666666666666667,0.08146887649274019,0.08768525052928722,0.7662921348314607,0.0,1.0,1.0
APP003839,67.5,82072.0,2.2,587.0,0.2,1986.0,0.024,0.345,1,0,1,0,0.6607515657620041,0.4069280726293294,0.05500000000000001,0.5218181818181818,0.006666666666666667,0.013089796000563867,0.0029992942836979536,0.3842696629213483,1.0,0.0,1.0
APP003840,49.3,92758.0,3.8,726.0,5.1,4980.0,0.054,0.11,0,0,1,1,0.47077244258872647,0.46249200547007835,0.095,0.7745454545454545,0.16999999999999998,0.04323660309724712,0.008292166549047283,0.12022471910112359,0.0,0.0,1.0
APP003841,68.7,33506.0,9.8,719.0,3.6,5376.0,0.16,0.424,0,0,1,1,0.6732776617954072,0.15439972129638777,0.24500000000000002,0.7618181818181818,0.12000000000000001,0.0472239563404958,0.02699364855328158,0.4730337078651685,0.0,0.0,1.0
APP003842,74.4,90951.0,5.0,738.0,13.2,24103.0,0.265,0.281,1,1,1,0,0.732776617954071,0.4530961579459128,0.125,0.7963636363636364,0.44,0.23578750226554163,0.04551870148200424,0.31235955056179776,1.0,0.5,1.0
APP003843,97.8,18955.0,7.7,697.0,2.3,32403.0,1.709,0.309,0,0,1,0,0.9770354906054279,0.07873897014855527,0.1925,0.7218181818181818,0.07666666666666666,0.3193608151922186,0.3002822865208187,0.3438202247191011,0.0,0.0,1.0
APP003844,71.3,49730.0,13.0,556.0,1.1,11704.0,0.235,0.236,1,1,1,0,0.7004175365344467,0.23875956093781686,0.325,0.46545454545454545,0.03666666666666667,0.11094105564170208,0.0402258292166549,0.26179775280898876,1.0,0.5,1.0
APP003845,35.0,45444.0,1.8,788.0,7.5,7124.0,0.157,0.526,0,0,1,0,0.3215031315240084,0.21647367134812473,0.045,0.8872727272727273,0.25,0.0648246974243309,0.026464361326746646,0.5876404494382023,0.0,0.0,1.0
APP003846,68.6,51671.0,2.5,771.0,2.7,1638.0,0.032,0.411,0,0,1,0,0.6722338204592901,0.24885216749255143,0.0625,0.8563636363636363,0.09000000000000001,0.009585758301951387,0.004410726887791108,0.4584269662921348,0.0,0.0,1.0
APP003847,100.0,51510.0,0.9,615.0,7.1,5648.0,0.11,0.432,0,1,1,0,1.0,0.24801501671701703,0.0225,0.5727272727272728,0.23666666666666666,0.049962744426767625,0.018172194777699362,0.4820224719101123,0.0,0.5,1.0
APP003848,83.0,46806.0,0.5,683.0,0.4,2760.0,0.059,0.509,1,2,1,0,0.8225469728601252,0.22355565492749027,0.0125,0.6963636363636364,0.013333333333333334,0.020883259157822662,0.009174311926605503,0.5685393258426966,1.0,1.0,1.0
APP003849,57.8,38845.0,7.2,667.0,18.7,6207.0,0.16,0.243,1,0,1,0,0.5594989561586639,0.18216088893973034,0.18,0.6672727272727272,0.6233333333333333,0.05559135670701009,0.02699364855328158,0.2696629213483146,1.0,0.0,1.0
APP003850,78.9,45926.0,5.4,617.0,21.1,7912.0,0.172,0.09,0,1,1,0,0.779749478079332,0.21897992398046995,0.135,0.5763636363636364,0.7033333333333334,0.07275912761544193,0.029110797459421307,0.09775280898876404,0.0,0.5,1.0
APP003851,58.9,111072.0,5.1,546.0,3.3,11494.0,0.103,0.496,0,1,1,0,0.5709812108559499,0.5577192061106807,0.1275,0.44727272727272727,0.11,0.10882655013391868,0.016937191249117852,0.5539325842696629,0.0,0.5,1.0
APP003852,49.7,34640.0,6.9,702.0,1.0,8663.0,0.25,0.171,0,2,1,0,0.4749478079331942,0.1602961745849344,0.17250000000000001,0.730909090909091,0.03333333333333333,0.08032100207422921,0.042872265349329565,0.18876404494382024,0.0,1.0,1.0
APP003853,64.8,189701.0,1.8,516.0,4.3,7188.0,0.038,0.311,0,1,1,1,0.6325678496868475,0.9665659659212038,0.045,0.3927272727272727,0.14333333333333334,0.06546911815051251,0.005469301340860973,0.34606741573033706,0.0,0.5,1.0
APP003854,71.4,33487.0,1.3,596.0,4.3,6968.0,0.208,0.039,0,1,1,0,0.7014613778705637,0.1543009271054862,0.0325,0.5381818181818182,0.14333333333333334,0.06325392190426325,0.0354622441778405,0.04044943820224719,0.0,0.5,1.0
APP003855,41.9,56615.0,2.2,804.0,1.0,8975.0,0.159,0.523,0,0,1,0,0.3935281837160751,0.27455945590399283,0.05500000000000001,0.9163636363636364,0.03333333333333333,0.08346255311436454,0.026817219477769935,0.5842696629213483,0.0,0.0,1.0
APP003856,52.8,69060.0,3.2,687.0,0.6,21237.0,0.308,0.225,0,0,1,1,0.5073068893528183,0.33926965094452444,0.08,0.7036363636363636,0.02,0.20692953662122157,0.053105151729004936,0.24943820224719102,0.0,0.0,1.0
APP003857,70.2,41149.0,0.1,684.0,0.5,15943.0,0.387,0.3,0,0,1,1,0.6889352818371608,0.1941409845101108,0.0025,0.6981818181818182,0.016666666666666666,0.15362385967738687,0.06704304869442484,0.3337078651685393,0.0,0.0,1.0
APP003858,63.9,112355.0,0.2,623.0,2.3,6218.0,0.055,0.282,0,0,1,0,0.6231732776617954,0.564390413843666,0.005,0.5872727272727273,0.07666666666666666,0.05570211651932255,0.008468595624558928,0.3134831460674157,0.0,0.0,1.0
APP003859,75.9,67991.0,6.0,509.0,8.5,7845.0,0.115,0.47,0,2,1,0,0.7484342379958246,0.3337111777827464,0.15,0.38,0.2833333333333333,0.07208449966772057,0.019054340155257584,0.5247191011235954,0.0,1.0,1.0
APP003860,51.8,43350.0,8.4,687.0,0.2,39043.0,0.901,0.144,1,0,1,0,0.49686847599164924,0.20558551157191957,0.21000000000000002,0.7036363636363636,0.006666666666666667,0.38621946553356024,0.15772759350741003,0.15842696629213482,1.0,0.0,1.0
APP003861,80.7,111609.0,7.1,695.0,9.4,6505.0,0.058,0.064,0,1,1,1,0.7985386221294364,0.5605114419272147,0.1775,0.7181818181818181,0.31333333333333335,0.05859194071329319,0.00899788285109386,0.06853932584269663,0.0,0.5,1.0
APP003862,52.2,26654.0,11.2,721.0,10.8,15620.0,0.586,0.175,0,1,1,0,0.5010438413361169,0.11877141624072504,0.27999999999999997,0.7654545454545455,0.36000000000000004,0.15037154882493908,0.10215243472124205,0.1932584269662921,0.0,0.5,1.0
APP003863,94.6,34916.0,0.5,615.0,2.6,19743.0,0.565,0.236,0,1,1,0,0.9436325678496867,0.16173129020013624,0.0125,0.5727272727272728,0.08666666666666667,0.19188634029441973,0.09844742413549752,0.26179775280898876,0.0,0.5,1.0
APP003864,44.3,68703.0,1.1,613.0,13.6,10068.0,0.147,0.162,0,2,1,0,0.41858037578288093,0.33741336009442646,0.027500000000000004,0.5690909090909091,0.4533333333333333,0.09446805082868477,0.024700070571630203,0.17865168539325843,0.0,1.0,1.0
APP003865,53.6,79291.0,1.4,701.0,1.7,6288.0,0.079,0.49,1,0,0,0,0.5156576200417536,0.3924677228978936,0.034999999999999996,0.7290909090909091,0.056666666666666664,0.05640695168858369,0.01270289343683839,0.547191011235955,1.0,0.0,0.0
APP003866,76.3,59491.0,1.2,537.0,9.6,2665.0,0.045,0.11,0,1,1,0,0.7526096033402923,0.2895137765899365,0.03,0.4309090909090909,0.32,0.01992669714239684,0.006704304869442484,0.12022471910112359,0.0,0.5,1.0
APP003867,95.0,45419.0,1.8,723.0,3.4,15128.0,0.333,0.091,0,2,1,0,0.9478079331941545,0.21634367899167528,0.045,0.769090909090909,0.11333333333333333,0.145417564492418,0.05751587861679605,0.09887640449438201,0.0,1.0,1.0
APP003868,74.7,42156.0,3.5,636.0,0.3,11618.0,0.276,0.117,0,0,1,1,0.7359081419624217,0.19937707662789428,0.0875,0.610909090909091,0.01,0.11007511529089554,0.047459421312632324,0.12808988764044943,0.0,0.0,1.0
APP003869,78.4,96649.0,0.5,676.0,2.4,5962.0,0.062,0.188,0,1,1,1,0.7745302713987474,0.48272401582786933,0.0125,0.6836363636363636,0.08,0.05312443361459613,0.009703599153140438,0.20786516853932585,0.0,0.5,1.0
APP003870,70.3,56627.0,22.9,850.0,1.4,14480.0,0.256,0.097,1,2,1,0,0.6899791231732776,0.27462185223508856,0.5725,1.0,0.04666666666666666,0.13889280463982923,0.04393083980239943,0.10561797752808989,1.0,1.0,1.0
APP003871,54.6,29047.0,8.0,626.0,19.5,10920.0,0.376,0.246,0,2,0,0,0.5260960334029228,0.1312142846000655,0.2,0.5927272727272728,0.65,0.1030469017459774,0.06510232886379676,0.2730337078651685,0.0,1.0,0.0
APP003872,62.6,28059.0,3.3,663.0,3.3,5766.0,0.205,0.194,0,2,0,0,0.6096033402922756,0.12607698667318362,0.08249999999999999,0.66,0.11,0.05115089514066496,0.03493295695130557,0.21460674157303372,0.0,1.0,0.0
APP003873,51.8,121549.0,2.2,653.0,2.5,3648.0,0.03,0.297,0,2,1,0,0.49686847599164924,0.6121964028515123,0.05500000000000001,0.6418181818181818,0.08333333333333333,0.029824596733592446,0.0040578687367678196,0.3303370786516854,0.0,1.0,1.0
APP003874,50.8,31848.0,1.1,472.0,1.6,7330.0,0.23,0.263,0,1,1,0,0.4864300626304801,0.14577862821666085,0.027500000000000004,0.31272727272727274,0.05333333333333334,0.06689892663672796,0.039343683839096685,0.29213483146067415,0.0,0.5,1.0
APP003875,76.0,57736.0,16.1,705.0,10.8,26961.0,0.467,0.303,0,0,0,0,0.7494780793319415,0.28038831316718577,0.4025,0.7363636363636363,0.36000000000000004,0.26456491531908893,0.08115737473535639,0.33707865168539325,0.0,0.0,0.0
APP003876,53.2,49072.0,7.5,440.0,5.9,15901.0,0.324,0.228,0,2,1,0,0.511482254697286,0.23533816211606756,0.1875,0.2545454545454545,0.19666666666666668,0.1532009585758302,0.055928016937191245,0.25280898876404495,0.0,1.0,1.0
APP003877,74.8,67864.0,1.5,718.0,16.1,12962.0,0.191,0.268,1,1,1,0,0.7369519832985386,0.3330508166119832,0.0375,0.76,0.5366666666666667,0.12360795054070926,0.032462949894142556,0.29775280898876405,1.0,0.5,1.0
APP003878,50.5,31114.0,7.2,588.0,0.3,13373.0,0.43,0.473,0,2,1,0,0.4832985386221294,0.1419620526313053,0.18,0.5236363636363637,0.01,0.12774633989165676,0.07462949894142554,0.5280898876404494,0.0,1.0,1.0
APP003879,74.4,26651.0,10.8,584.0,7.4,5469.0,0.205,0.256,0,0,1,0,0.732776617954071,0.11875581715795111,0.27,0.5163636363636364,0.24666666666666667,0.048160380208228444,0.03493295695130557,0.2842696629213483,0.0,0.0,1.0
APP003880,62.7,150532.0,5.4,647.0,14.5,7072.0,0.047,0.39,0,0,1,1,0.6106471816283925,0.762899141530478,0.135,0.6309090909090909,0.48333333333333334,0.06430110558430835,0.007057163020465773,0.4348314606741573,0.0,0.0,1.0
APP003881,91.1,26247.0,3.9,531.0,5.4,10363.0,0.395,0.261,0,0,0,0,0.907098121085595,0.11665514067772816,0.0975,0.42,0.18000000000000002,0.09743842761342812,0.068454481298518,0.2898876404494382,0.0,0.0,0.0
APP003882,74.9,35173.0,2.8,640.0,0.4,9488.0,0.27,0.064,0,0,1,1,0.7379958246346556,0.16306761162443648,0.06999999999999999,0.6181818181818182,0.013333333333333334,0.08862798799766397,0.04640084685956246,0.06853932584269663,0.0,0.0,1.0
APP003883,88.5,61298.0,12.5,551.0,5.6,4715.0,0.077,0.209,0,0,1,1,0.8799582463465553,0.2989096241141021,0.3125,0.45636363636363636,0.18666666666666665,0.040568298527901406,0.012350035285815101,0.23146067415730334,0.0,0.0,1.0
APP003884,58.7,42988.0,2.6,534.0,25.5,4537.0,0.106,0.298,1,0,1,0,0.5688935281837161,0.20370322225053167,0.065,0.4254545454545455,0.85,0.038776003383208815,0.017466478475652785,0.33146067415730335,1.0,0.0,1.0
APP003885,70.8,69167.0,9.2,630.0,6.1,9354.0,0.135,0.338,0,0,1,0,0.6951983298538622,0.3398260182301281,0.22999999999999998,0.6,0.2033333333333333,0.08727873210222124,0.022582921665490474,0.3764044943820225,0.0,0.0,1.0
APP003886,55.3,20320.0,8.7,760.0,11.7,7009.0,0.345,0.137,0,0,1,0,0.5334029227557411,0.08583655281069473,0.21749999999999997,0.8363636363636363,0.38999999999999996,0.06366675393197334,0.05963302752293577,0.150561797752809,0.0,0.0,1.0
APP003887,63.8,43207.0,0.2,715.0,6.6,8150.0,0.189,0.657,0,1,1,0,0.6221294363256784,0.20484195529302876,0.005,0.7545454545454545,0.22,0.07515556719092978,0.03211009174311926,0.7348314606741573,0.0,0.5,1.0
APP003888,66.1,73616.0,1.6,601.0,12.5,8631.0,0.117,0.076,0,2,1,0,0.6461377870563674,0.3629594579838705,0.04,0.5472727272727272,0.4166666666666667,0.07999879171113841,0.019407198306280876,0.08202247191011236,0.0,1.0,1.0
APP003889,59.1,73765.0,3.2,635.0,0.2,26367.0,0.357,0.436,1,0,1,0,0.5730688935281837,0.3637342124283092,0.08,0.6090909090909091,0.006666666666666667,0.2585838854542159,0.06175017642907551,0.48651685393258426,1.0,0.0,1.0
APP003890,51.8,34771.0,0.3,601.0,7.2,7204.0,0.207,0.437,0,0,0,0,0.49686847599164924,0.16097733453272947,0.0075,0.5472727272727272,0.24000000000000002,0.06563022333205792,0.03528581510232886,0.48764044943820223,0.0,0.0,0.0
APP003891,48.8,26555.0,2.8,543.0,7.0,13918.0,0.524,0.32,0,0,1,0,0.4655532359081419,0.11825664650918526,0.06999999999999999,0.44181818181818183,0.23333333333333334,0.133233985138047,0.09121383203952012,0.3561797752808989,0.0,0.0,1.0
APP003892,34.9,55727.0,12.0,556.0,10.6,4719.0,0.085,0.022,0,2,1,0,0.32045929018789143,0.2699421274029087,0.3,0.46545454545454545,0.35333333333333333,0.04060857482328775,0.013761467889908256,0.021348314606741574,0.0,1.0,1.0
APP003893,54.2,22304.0,1.9,674.0,4.1,26083.0,1.169,0.357,0,2,1,0,0.5219206680584552,0.09615274621852235,0.0475,0.68,0.13666666666666666,0.25572426848178503,0.2050105857445307,0.39775280898876403,0.0,1.0,1.0
APP003894,79.4,105933.0,0.7,584.0,14.2,33868.0,0.32,0.188,0,0,1,1,0.7849686847599165,0.5309979773189336,0.017499999999999998,0.5163636363636364,0.47333333333333333,0.33411200837746946,0.05522230063514467,0.20786516853932585,0.0,0.0,1.0
APP003895,46.0,53876.0,1.4,645.0,2.4,7527.0,0.14,0.105,0,1,1,0,0.4363256784968685,0.2603174933313921,0.034999999999999996,0.6272727272727273,0.08,0.06888253418450571,0.023465067043048696,0.1146067415730337,0.0,0.5,1.0
APP003896,49.5,32271.0,2.2,558.0,1.7,4117.0,0.128,0.336,0,1,0,0,0.47286012526096033,0.1479780988877854,0.05500000000000001,0.4690909090909091,0.056666666666666664,0.034546992367642027,0.02134791813690896,0.3741573033707865,0.0,0.5,0.0
APP003897,96.9,26038.0,1.6,721.0,0.3,2952.0,0.113,0.381,0,0,1,1,0.9676409185803758,0.11556840457781083,0.04,0.7654545454545455,0.01,0.022816521336367482,0.018701482004234295,0.4247191011235955,0.0,0.0,1.0
APP003898,60.5,33529.0,0.3,708.0,8.7,11255.0,0.336,0.278,0,2,1,0,0.5876826722338204,0.15451931426432125,0.0075,0.7418181818181818,0.29,0.10642004148458425,0.058045165843330984,0.30898876404494385,0.0,1.0,1.0
APP003899,74.8,19203.0,2.1,790.0,2.6,8023.0,0.418,0.19,0,1,1,0,0.7369519832985386,0.08002849432453371,0.052500000000000005,0.8909090909090909,0.08666666666666667,0.07387679481241316,0.0725123500352858,0.2101123595505618,0.0,0.5,1.0
APP003900,79.6,65964.0,15.0,773.0,4.7,26432.0,0.401,0.216,0,1,1,1,0.7870563674321502,0.3231713975218257,0.375,0.86,0.15666666666666668,0.2592383752542441,0.06951305575158787,0.2393258426966292,0.0,0.5,1.0
APP003901,79.9,30281.0,3.2,567.0,0.6,12174.0,0.402,0.309,0,1,1,0,0.7901878914405011,0.1376307073144099,0.08,0.48545454545454547,0.02,0.11567352034959824,0.06968948482709951,0.3438202247191011,0.0,0.5,1.0
APP003902,47.2,62305.0,9.8,573.0,4.9,6148.0,0.099,0.14,0,1,1,0,0.4488517745302714,0.3041457162318856,0.24500000000000002,0.49636363636363634,0.16333333333333336,0.05499728135006142,0.016231474947071278,0.15393258426966294,0.0,0.5,1.0
APP003903,66.5,67679.0,3.6,682.0,5.2,18734.0,0.277,0.146,0,0,1,0,0.6503131524008351,0.33208887317425734,0.09,0.6945454545454546,0.17333333333333334,0.18172664478321285,0.04763585038814397,0.16067415730337076,0.0,0.0,1.0
APP003904,45.7,87518.0,2.9,570.0,8.8,2292.0,0.026,0.093,0,0,1,0,0.4331941544885178,0.43524560755827557,0.0725,0.4909090909090909,0.29333333333333333,0.01617093259761967,0.003352152434721242,0.10112359550561797,0.0,0.0,1.0
APP003905,100.0,57017.0,8.0,671.0,6.5,9712.0,0.17,0.122,0,0,1,1,1.0,0.27664973299569984,0.2,0.6745454545454546,0.21666666666666667,0.09088346053929959,0.028757939308398026,0.13370786516853933,0.0,0.0,1.0
APP003906,46.1,96292.0,6.1,619.0,4.5,10484.0,0.109,0.232,0,0,1,0,0.4373695198329854,0.4808677249777713,0.1525,0.58,0.15,0.09865678554886521,0.017995765702187718,0.2573033707865169,0.0,0.0,1.0
APP003907,54.3,112608.0,1.8,732.0,2.1,14002.0,0.124,0.108,1,2,1,0,0.522964509394572,0.5657059364909344,0.045,0.7854545454545454,0.07,0.13407978734116036,0.020642201834862383,0.11797752808988764,1.0,1.0,1.0
APP003908,54.4,57235.0,2.2,735.0,3.3,6786.0,0.119,0.154,0,0,1,1,0.5240083507306889,0.27778326634393896,0.05500000000000001,0.7909090909090909,0.11,0.0614213504641843,0.01976005645730416,0.1696629213483146,0.0,0.0,1.0
APP003909,47.6,59345.0,8.1,622.0,2.1,8910.0,0.15,0.117,1,0,1,0,0.453027139874739,0.2887546212282718,0.20249999999999999,0.5854545454545454,0.07,0.08280806331433635,0.025229357798165136,0.12808988764044943,1.0,0.0,1.0
APP003910,90.3,35085.0,1.0,485.0,17.2,6883.0,0.196,0.165,0,1,1,0,0.8987473903966596,0.16261003852973446,0.025,0.33636363636363636,0.5733333333333334,0.0623980506273033,0.03334509527170078,0.18202247191011237,0.0,0.5,1.0
APP003911,100.0,27104.0,0.7,741.0,10.0,14118.0,0.521,0.206,0,0,0,0,1.0,0.12111127865681498,0.017499999999999998,0.8018181818181818,0.3333333333333333,0.13524779990736452,0.09068454481298518,0.2280898876404494,0.0,0.0,0.0
APP003912,62.9,105794.0,3.3,595.0,8.1,16674.0,0.158,0.431,0,0,1,1,0.6127348643006263,0.5302752198170747,0.08249999999999999,0.5363636363636364,0.26999999999999996,0.1609843526592424,0.02664079040225829,0.48089887640449436,0.0,0.0,1.0
APP003913,50.2,70506.0,3.1,648.0,23.4,5481.0,0.078,0.102,0,0,1,0,0.4801670146137787,0.3467884088415601,0.0775,0.6327272727272727,0.7799999999999999,0.048281209094387496,0.012526464361326746,0.11123595505617977,0.0,0.0,1.0
APP003914,36.4,74021.0,2.2,638.0,0.1,16432.0,0.222,0.272,0,0,0,0,0.33611691022964507,0.36506533415835146,0.05500000000000001,0.6145454545454545,0.0033333333333333335,0.1585476367883682,0.037932251235003524,0.302247191011236,0.0,0.0,0.0
APP003915,66.3,34392.0,0.1,685.0,3.9,4273.0,0.124,0.42,1,2,1,0,0.6482254697286012,0.15900665040895595,0.0025,0.7,0.13,0.036117767887709686,0.020642201834862383,0.4685393258426966,1.0,1.0,1.0
APP003916,65.3,129878.0,1.7,594.0,3.9,8303.0,0.064,0.005,0,0,1,1,0.6377870563674322,0.655504656326208,0.042499999999999996,0.5345454545454545,0.13,0.07669613548945768,0.010056457304163727,0.0022471910112359553,0.0,0.0,1.0
APP003917,60.2,42737.0,4.9,549.0,17.5,18481.0,0.432,0.243,0,2,1,0,0.5845511482254697,0.2023980989917793,0.12250000000000001,0.4527272727272727,0.5833333333333334,0.17917916910002618,0.07498235709244883,0.2696629213483146,0.0,1.0,1.0
APP003918,73.3,30300.0,11.3,664.0,0.8,7135.0,0.235,0.324,1,0,1,0,0.721294363256785,0.1377295015053115,0.28250000000000003,0.6618181818181819,0.02666666666666667,0.06493545723664337,0.0402258292166549,0.36067415730337077,1.0,0.0,1.0
APP003919,75.9,34745.0,1.5,724.0,30.0,7054.0,0.203,0.141,0,0,1,1,0.7484342379958246,0.16084214248202205,0.0375,0.7709090909090909,1.0,0.06411986225506978,0.03458009880028229,0.15505617977528088,0.0,0.0,1.0
APP003920,74.8,125834.0,5.8,639.0,9.3,11331.0,0.09,0.208,0,2,1,1,0.7369519832985386,0.6344770927469465,0.145,0.6163636363636363,0.31,0.1071852910969249,0.014643613267466476,0.23033707865168537,0.0,1.0,1.0
APP003921,65.3,25169.0,1.1,639.0,6.1,1173.0,0.047,0.453,0,0,1,0,0.6377870563674322,0.11104987026762826,0.027500000000000004,0.6163636363636363,0.2033333333333333,0.004903638963288157,0.007057163020465773,0.5056179775280899,0.0,0.0,1.0
APP003922,53.5,31236.0,10.4,543.0,24.7,6041.0,0.193,0.047,0,1,1,0,0.5146137787056367,0.14259641533077855,0.26,0.44181818181818183,0.8233333333333334,0.053919890448476546,0.032815808045165845,0.049438202247191004,0.0,0.5,1.0
APP003923,80.0,196131.0,1.6,696.0,0.7,7531.0,0.038,0.313,0,0,1,1,0.791231732776618,1.0,0.04,0.72,0.02333333333333333,0.06892281047989206,0.005469301340860973,0.34831460674157305,0.0,0.0,1.0
