applicant_id,academic_score,income_annual,employment_years,credit_score,credit_history_years,loan_amount_requested,loan_percent_income,existing_debt_ratio,prior_default_flag,documents_missing_ct,eligibility_criteria_met,loan_status
APP005313,67.3,91781.0,10.9,692.0,2.3,8534.0,0.093,0.261,1,1,1,0
APP005314,69.6,93407.0,6.0,774.0,5.6,18983.0,0.203,0.339,0,1,0,0
APP005315,86.1,40181.0,0.3,612.0,3.7,8090.0,0.201,0.108,0,0,1,1
APP005316,81.4,21106.0,2.4,586.0,1.8,38001.0,1.8,0.264,0,0,1,0
APP005317,89.9,68427.0,3.8,850.0,9.2,12503.0,0.183,0.128,1,0,1,1
APP005318,41.0,36614.0,2.3,549.0,1.6,11400.0,0.311,0.364,0,2,0,0
APP005319,73.8,19750.0,1.3,727.0,1.2,7716.0,0.391,0.679,0,1,0,0
APP005320,80.4,154120.0,,687.0,7.6,5378.0,0.035,0.256,0,2,1,1
APP005321,47.1,28835.0,0.1,679.0,6.1,5973.0,0.207,0.266,0,1,1,0
APP005322,60.2,20266.0,2.6,540.0,10.5,13941.0,0.688,0.105,1,1,1,0
APP005323,57.4,58165.0,2.9,850.0,1.8,5833.0,0.1,0.346,1,1,1,0
APP005324,70.3,47065.0,0.6,666.0,13.7,8200.0,0.174,0.689,0,2,0,0
APP005325,94.4,119577.0,4.8,604.0,1.6,7849.0,0.066,0.18,0,0,0,1
APP005326,100.0,39014.0,1.9,530.0,6.7,32240.0,0.826,0.333,0,1,1,0
APP005327,57.8,39263.0,,469.0,8.5,11090.0,0.282,0.485,0,0,1,0
APP005328,77.9,59942.0,3.9,713.0,1.4,12014.0,0.2,0.146,0,0,1,1
APP005329,78.4,55255.0,1.1,575.0,1.5,5433.0,0.098,0.486,0,1,0,0
APP005330,75.8,56276.0,1.5,626.0,1.9,5472.0,0.097,0.719,0,1,0,0
APP005331,76.0,57709.0,4.7,596.0,2.7,4799.0,0.083,0.197,0,1,1,0
APP005332,74.6,54110.0,1.0,698.0,14.7,9167.0,0.169,0.557,0,1,1,0
APP005333,95.3,38182.0,2.1,685.0,7.0,3092.0,0.081,0.182,0,2,1,1
APP005334,86.5,80790.0,1.2,718.0,4.1,16749.0,0.207,0.223,1,0,1,0
APP005335,54.1,39500.0,2.8,721.0,1.3,13633.0,0.345,0.102,1,1,0,0
APP005336,81.9,79428.0,,586.0,1.1,4216.0,0.053,0.287,1,0,1,0
APP005337,83.4,112719.0,6.1,529.0,1.6,8379.0,0.074,0.043,0,0,0,0
APP005338,74.7,32646.0,0.8,637.0,0.4,22236.0,0.681,0.278,0,1,0,0
APP005339,87.0,207459.0,2.9,697.0,1.4,9629.0,0.046,0.125,0,0,1,1
APP005340,72.8,31966.0,3.0,660.0,4.7,4131.0,0.129,0.418,0,2,1,0
APP005341,73.0,32105.0,1.8,482.0,7.1,22966.0,0.715,0.036,0,1,1,0
APP005342,71.8,67778.0,7.7,655.0,0.2,20067.0,0.296,0.365,0,1,1,0
APP005343,39.7,63891.0,3.5,560.0,0.0,23240.0,0.364,0.539,0,0,1,0
APP005344,68.8,51179.0,0.8,652.0,3.6,4974.0,0.097,0.284,0,0,1,1
APP005345,60.0,80094.0,1.9,737.0,0.2,87798.0,1.096,0.03,0,0,1,0
APP005346,52.2,57044.0,0.2,426.0,4.1,12666.0,0.222,0.487,0,2,1,0
APP005347,91.5,169303.0,8.9,786.0,1.2,9411.0,0.056,0.508,0,0,1,1
APP005348,77.6,47480.0,4.2,556.0,4.9,12238.0,0.258,0.211,0,0,1,1
APP005349,69.6,29358.0,2.2,740.0,3.7,17982.0,0.613,0.087,1,1,1,0
APP005350,61.5,35206.0,1.1,726.0,2.7,29473.0,0.837,0.16,0,0,1,1
APP005351,74.4,65042.0,2.8,623.0,7.4,5469.0,0.084,0.441,0,0,1,0
APP005352,84.9,65616.0,17.7,691.0,20.4,7845.0,0.12,0.253,0,0,1,1
APP005353,57.6,55486.0,5.5,587.0,11.4,5738.0,0.103,0.242,0,2,1,0
APP005354,69.9,29446.0,4.3,495.0,8.1,3128.0,0.106,0.365,0,0,1,1
APP005355,83.0,95338.0,4.6,752.0,3.8,11826.0,0.124,0.23,0,0,0,1
APP005356,41.0,156717.0,3.2,589.0,2.2,19132.0,0.122,0.204,0,0,0,0
APP005357,69.1,49888.0,3.6,812.0,2.1,5699.0,0.114,0.247,0,0,1,1
APP005358,63.6,145272.0,6.2,729.0,0.2,6242.0,0.043,0.295,0,1,0,0
APP005359,68.0,82434.0,3.8,574.0,0.3,6261.0,0.076,0.678,0,2,1,0
APP005360,62.5,185575.0,6.1,703.0,5.5,19745.0,0.106,0.234,0,0,0,1
APP005361,72.1,65094.0,3.4,698.0,13.2,6854.0,0.105,0.053,1,1,1,0
APP005362,98.9,,3.4,805.0,2.8,2098.0,0.039,0.029,1,1,1,1
APP005363,65.1,81263.0,2.4,606.0,3.4,10466.0,0.129,0.476,0,1,1,0
APP005364,74.4,37792.0,7.4,629.0,8.0,7291.0,0.193,0.311,0,1,1,1
APP005365,99.9,,0.7,689.0,2.7,4689.0,0.075,0.344,0,1,1,1
APP005366,61.7,108927.0,4.4,652.0,4.2,9976.0,0.092,0.344,0,1,1,1
APP005367,97.2,80154.0,2.7,525.0,0.5,11222.0,0.14,0.11,0,1,1,1
APP005368,70.1,48119.0,1.7,741.0,7.9,7982.0,0.166,0.31,0,1,1,0
APP005369,96.7,55285.0,0.6,794.0,0.5,8770.0,0.159,0.65,0,0,0,0
APP005370,81.3,77235.0,4.5,664.0,1.8,2997.0,0.039,0.392,0,1,0,1
APP005371,74.6,75710.0,4.6,535.0,1.5,4988.0,0.066,0.25,0,1,1,0
APP005372,69.0,76883.0,1.6,640.0,9.5,12100.0,0.157,0.156,0,0,0,1
APP005373,60.6,60094.0,2.5,568.0,1.9,16311.0,0.271,0.097,0,1,1,0
APP005374,71.1,29890.0,0.5,627.0,2.3,5725.0,0.192,0.262,0,0,1,1
APP005375,83.5,32889.0,3.7,667.0,8.6,35894.0,1.091,0.286,0,0,1,0
APP005376,69.8,64647.0,2.1,709.0,11.1,8457.0,0.131,0.105,0,2,1,1
APP005377,65.3,80731.0,3.1,776.0,2.5,5951.0,0.074,0.324,0,2,1,0
APP005378,66.2,74694.0,1.0,706.0,3.3,11047.0,0.148,0.287,0,1,1,0
APP005379,84.9,32691.0,12.2,555.0,13.0,12555.0,0.384,0.431,0,1,1,1
APP005380,88.4,44770.0,5.0,711.0,9.7,10174.0,0.227,0.179,1,0,1,1
APP005381,60.0,24232.0,7.3,624.0,5.1,9585.0,0.396,0.278,0,0,1,0
APP005382,60.0,21272.0,,634.0,0.1,14489.0,0.681,0.167,0,1,1,0
APP005383,75.7,51477.0,4.1,649.0,0.7,25234.0,0.49,0.238,0,0,1,0
APP005384,92.9,,2.8,662.0,0.5,4983.0,0.045,0.554,1,1,1,0
APP005385,87.2,52046.0,3.7,741.0,9.6,5545.0,0.107,0.363,0,0,1,1
APP005386,51.2,154027.0,0.4,695.0,3.7,10478.0,0.068,0.267,0,1,1,1
APP005387,66.0,44424.0,5.7,543.0,0.5,17903.0,0.403,0.372,1,1,1,0
APP005388,56.0,49948.0,10.3,515.0,10.7,2725.0,0.055,0.158,1,0,1,0
APP005389,66.0,27049.0,2.7,709.0,2.3,10890.0,0.403,0.401,0,0,1,1
APP005390,94.1,39801.0,1.0,698.0,16.0,31514.0,0.792,0.08,0,0,1,1
APP005391,48.7,24005.0,0.2,764.0,2.5,11793.0,0.491,0.172,0,1,1,0
APP005392,45.7,19396.0,0.2,641.0,6.7,14710.0,0.758,0.782,0,0,1,0
APP005393,57.6,24252.0,11.7,675.0,2.3,10643.0,0.439,0.091,0,1,1,1
APP005394,74.3,51594.0,2.4,693.0,6.8,12115.0,0.235,0.14,1,2,1,0
APP005395,79.3,31507.0,5.8,510.0,0.2,15994.0,0.508,0.296,0,0,0,0
APP005396,76.6,36318.0,7.4,505.0,1.0,5688.0,0.157,0.361,0,0,1,0
APP005397,87.6,62688.0,10.7,716.0,12.7,3889.0,0.062,0.283,0,0,1,0
APP005398,43.6,19355.0,10.9,683.0,4.5,14839.0,0.767,0.142,0,0,1,0
APP005399,87.8,51463.0,2.9,771.0,0.1,10198.0,0.198,0.151,1,0,1,1
APP005400,65.3,81540.0,8.8,816.0,6.3,36740.0,0.451,0.277,0,1,1,1
APP005401,81.0,85883.0,6.8,623.0,17.2,3704.0,0.043,0.512,0,2,1,0
APP005402,50.1,66832.0,6.8,618.0,14.4,18874.0,0.282,0.061,0,1,1,0
APP005403,70.1,47510.0,2.0,528.0,6.1,4976.0,0.105,0.109,0,2,1,0
APP005404,73.5,33717.0,1.9,697.0,4.5,11452.0,0.34,0.57,0,1,1,0
APP005405,87.3,46657.0,5.5,465.0,6.3,15729.0,0.337,0.341,0,1,1,0
APP005406,46.2,132201.0,1.5,563.0,6.9,9889.0,0.075,0.264,1,1,1,0
APP005407,70.5,57748.0,6.3,678.0,1.2,10622.0,0.184,0.594,0,0,1,0
APP005408,53.7,45976.0,2.7,591.0,6.9,9019.0,0.196,0.151,0,2,1,0
APP005409,77.6,68749.0,3.4,646.0,23.7,10176.0,0.148,0.553,0,0,1,1
APP005410,81.7,50505.0,3.4,631.0,8.9,4195.0,0.083,0.111,0,2,1,0
APP005411,89.3,56133.0,2.6,550.0,6.0,5181.0,0.092,0.159,0,0,1,1
APP005412,62.0,42276.0,17.1,464.0,1.5,9663.0,0.229,0.462,0,0,1,0
APP005413,83.9,38217.0,5.0,713.0,0.4,10295.0,0.269,0.461,0,0,1,1
APP005414,90.4,89108.0,2.6,634.0,0.3,9211.0,0.103,0.635,0,0,1,0
APP005415,45.4,15211.0,2.5,681.0,2.5,4652.0,0.306,0.327,0,1,1,0
APP005416,79.2,65327.0,0.4,645.0,2.8,19543.0,0.299,0.057,1,1,0,0
APP005417,84.4,36826.0,1.0,643.0,1.8,12276.0,0.333,0.694,0,0,1,0
APP005418,66.1,15629.0,4.2,665.0,2.2,11974.0,0.766,0.187,0,0,1,0
APP005419,51.8,27316.0,0.4,633.0,12.9,10133.0,0.371,0.157,1,0,1,0
APP005420,84.1,47972.0,1.4,620.0,1.6,4785.0,0.1,0.169,1,0,1,0
APP005421,52.0,52098.0,5.4,560.0,7.4,3135.0,0.06,0.285,0,1,1,0
APP005422,67.3,76420.0,6.8,850.0,5.2,10335.0,0.135,0.043,1,0,1,0
APP005423,69.4,79603.0,2.4,741.0,1.3,6248.0,0.078,0.203,0,2,1,0
APP005424,80.7,19379.0,0.1,784.0,0.4,6567.0,0.339,0.469,0,1,1,1
APP005425,60.6,61482.0,1.6,764.0,7.2,15962.0,0.26,0.321,0,0,1,1
APP005426,59.7,75897.0,3.0,625.0,4.1,8677.0,0.114,0.066,1,1,1,0
APP005427,71.5,55902.0,6.7,634.0,7.0,15598.0,0.279,0.076,0,1,1,0
APP005428,85.1,66268.0,,650.0,5.6,6249.0,0.094,0.183,0,0,1,1
APP005429,100.0,15375.0,0.2,617.0,0.5,7831.0,0.509,0.272,0,0,1,0
APP005430,47.4,27062.0,8.2,729.0,3.2,8990.0,0.332,0.337,0,1,1,0
APP005431,74.7,111260.0,3.0,577.0,6.1,2791.0,0.025,0.258,0,1,0,0
APP005432,53.7,41447.0,5.9,554.0,1.3,5713.0,0.138,0.332,1,0,1,0
APP005433,85.3,186067.0,0.0,533.0,1.0,25512.0,0.137,0.249,0,2,1,0
APP005434,55.9,22764.0,4.5,621.0,4.0,6189.0,0.272,0.343,0,0,1,0
APP005435,59.9,125275.0,7.6,608.0,4.0,11031.0,0.088,0.097,1,0,1,1
APP005436,61.2,33982.0,6.4,594.0,3.6,5875.0,0.173,0.486,0,1,1,0
APP005437,68.9,,2.3,658.0,1.4,5937.0,0.072,0.458,0,0,1,1
APP005438,74.8,41059.0,3.0,545.0,6.3,11503.0,0.28,0.225,0,1,1,0
APP005439,77.3,52544.0,2.6,717.0,2.2,4294.0,0.082,0.262,0,0,1,1
APP005440,69.9,70075.0,1.9,551.0,2.6,17131.0,0.244,0.373,1,0,1,0
APP005441,50.1,33928.0,3.7,544.0,6.8,16359.0,0.482,0.141,1,1,1,0
APP005442,80.9,79274.0,,592.0,2.7,14922.0,0.188,0.234,1,0,1,0
APP005443,69.2,41793.0,0.5,638.0,6.4,2240.0,0.054,0.293,0,1,1,0
APP005444,87.4,54548.0,0.5,727.0,0.7,10048.0,0.184,0.131,0,0,1,1
APP005445,59.4,10026.0,2.1,643.0,8.1,36742.0,3.665,0.392,1,0,1,0
APP005446,46.0,40039.0,,506.0,6.5,2678.0,0.067,0.422,0,0,1,0
APP005447,69.5,104624.0,12.4,694.0,3.9,30348.0,0.29,0.2,0,1,1,0
APP005448,89.4,74370.0,2.0,692.0,6.1,1705.0,0.023,0.31,0,0,1,1
APP005449,72.4,,0.9,598.0,2.5,14681.0,0.176,0.608,0,1,1,0
APP005450,67.0,50614.0,1.4,665.0,5.2,3111.0,0.061,0.299,0,0,1,0
APP005451,56.9,134023.0,3.5,779.0,0.9,11260.0,0.084,0.407,0,1,1,1
APP005452,96.4,58283.0,1.5,572.0,4.4,21565.0,0.37,0.268,0,1,1,0
APP005453,54.6,32989.0,1.7,736.0,3.6,4003.0,0.121,0.342,1,1,1,0
APP005454,59.1,81886.0,5.3,764.0,0.7,43711.0,0.534,0.357,0,0,0,1
APP005455,78.6,85268.0,1.7,666.0,8.3,4482.0,0.053,0.352,0,1,1,1
APP005456,42.2,71522.0,2.2,539.0,22.9,12626.0,0.177,0.477,0,0,1,0
APP005457,89.1,38493.0,0.4,768.0,0.2,4732.0,0.123,0.137,0,1,1,1
APP005458,79.4,,6.2,732.0,8.5,23480.0,0.405,0.283,0,1,1,0
APP005459,83.5,113096.0,1.1,699.0,9.2,32980.0,0.292,0.097,0,1,1,1
APP005460,78.4,,12.3,645.0,1.5,7512.0,0.115,0.395,1,0,1,0
APP005461,67.6,20198.0,0.4,754.0,0.9,29311.0,1.451,0.102,1,2,1,0
APP005462,54.1,33615.0,4.1,573.0,2.0,11913.0,0.354,0.526,0,2,0,0
APP005463,67.9,,7.7,727.0,6.1,8039.0,0.246,0.442,0,1,1,1
APP005464,55.4,31176.0,7.0,621.0,7.9,4603.0,0.148,0.153,0,0,1,1
APP005465,77.3,13811.0,3.4,499.0,15.9,5770.0,0.418,0.218,0,0,1,0
APP005466,82.1,152413.0,1.5,560.0,6.2,18703.0,0.123,0.493,0,0,1,0
APP005467,92.2,28976.0,2.9,686.0,1.0,5756.0,0.199,0.273,0,0,1,0
APP005468,75.6,30261.0,1.3,670.0,0.8,15890.0,0.525,0.146,0,1,1,0
APP005469,83.9,15290.0,6.7,690.0,1.0,7872.0,0.515,0.184,0,0,1,0
APP005470,65.5,82443.0,10.6,617.0,11.7,29758.0,0.361,0.282,0,2,1,0
APP005471,62.8,46420.0,5.1,669.0,13.0,6186.0,0.133,0.297,0,0,1,1
APP005472,77.1,39714.0,,706.0,3.3,3127.0,0.079,0.365,0,1,1,0
APP005473,64.2,40995.0,4.2,850.0,14.9,4059.0,0.099,0.354,0,0,1,1
APP005474,74.0,69751.0,0.8,615.0,1.9,13801.0,0.198,0.178,0,0,1,0
APP005475,54.1,36753.0,11.2,742.0,2.2,9537.0,0.259,0.32,0,0,0,0
APP005476,56.8,14863.0,0.4,708.0,2.2,10000.0,0.673,0.123,0,2,1,0
APP005477,79.5,22586.0,,661.0,10.2,15787.0,0.699,0.283,0,0,1,0
APP005478,83.3,21893.0,12.2,533.0,8.7,4273.0,0.195,0.188,0,1,0,0
APP005479,55.2,57826.0,2.2,775.0,3.8,6201.0,0.107,0.167,0,1,0,0
APP005480,80.1,85649.0,5.0,672.0,1.7,7293.0,0.085,0.434,0,1,1,0
APP005481,62.0,118123.0,0.8,597.0,1.0,10982.0,0.093,0.141,0,0,1,0
APP005482,70.2,18381.0,3.5,570.0,1.1,5380.0,0.293,0.214,0,1,0,0
APP005483,91.3,71123.0,,673.0,4.7,7127.0,0.1,0.067,0,2,0,0
APP005484,82.1,33893.0,5.1,566.0,0.6,6789.0,0.2,0.255,0,0,1,1
APP005485,81.9,283247.0,3.2,599.0,9.2,3317.0,0.012,0.156,0,0,1,1
APP005486,98.6,112435.0,1.7,597.0,0.7,6880.0,0.061,0.326,0,1,1,1
APP005487,59.4,136099.0,0.4,654.0,8.7,13159.0,0.097,0.308,1,1,1,0
APP005488,55.2,79337.0,4.8,704.0,10.4,4394.0,0.055,0.035,0,0,1,1
APP005489,59.2,61644.0,3.3,621.0,6.6,3534.0,0.057,0.317,0,1,1,1
APP005490,66.2,38501.0,0.1,631.0,14.0,7681.0,0.2,0.174,0,1,1,0
APP005491,34.7,34215.0,2.2,660.0,4.8,6047.0,0.177,0.232,1,1,1,0
APP005492,66.9,30331.0,0.1,583.0,7.1,2603.0,0.086,0.144,0,0,1,0
APP005493,61.8,71008.0,2.0,597.0,8.4,2557.0,0.036,0.097,1,0,1,0
APP005494,81.8,125022.0,8.0,608.0,3.6,19104.0,0.153,0.611,0,2,1,0
APP005495,75.3,39574.0,3.4,676.0,2.5,5706.0,0.144,0.418,0,1,1,0
APP005496,61.0,31780.0,2.7,795.0,6.5,17879.0,0.563,0.178,0,1,1,0
APP005497,78.8,20129.0,4.2,538.0,0.1,14979.0,0.744,0.252,0,1,1,0
APP005498,80.8,56773.0,20.1,672.0,8.5,31033.0,0.547,0.218,0,0,0,0
APP005499,58.5,102494.0,2.1,629.0,8.1,11723.0,0.114,0.496,0,0,0,0
APP005500,62.6,105619.0,4.4,635.0,13.3,6250.0,0.059,0.046,0,0,0,1
APP005501,36.6,112091.0,6.4,606.0,0.7,15423.0,0.138,0.454,0,2,1,0
APP005502,53.6,62896.0,6.3,753.0,0.7,2156.0,0.034,0.648,0,2,1,0
APP005503,58.9,51747.0,2.6,432.0,19.1,18797.0,0.363,0.527,0,1,0,0
APP005504,71.1,105805.0,0.8,548.0,3.3,35104.0,0.332,0.358,0,0,0,0
APP005505,55.8,25184.0,4.4,748.0,1.9,4264.0,0.169,0.351,0,2,1,0
APP005506,62.3,37628.0,17.2,755.0,2.7,8231.0,0.219,0.635,0,0,1,0
APP005507,51.6,136832.0,0.8,808.0,5.1,10521.0,0.077,0.083,0,1,0,1
APP005508,72.6,25725.0,1.3,678.0,5.5,7534.0,0.293,0.42,0,0,0,0
APP005509,76.4,48018.0,5.2,693.0,13.6,9043.0,0.188,0.542,0,2,1,0
APP005510,76.0,71596.0,0.0,482.0,0.7,5597.0,0.078,0.137,0,0,1,0
APP005511,70.2,51515.0,3.3,650.0,3.9,6342.0,0.123,0.14,0,1,1,0
APP005512,46.9,97699.0,0.1,700.0,12.9,75642.0,0.774,0.285,0,2,1,0
APP005513,60.7,122444.0,1.2,606.0,1.0,10723.0,0.088,0.155,0,2,0,0
APP005514,63.9,65369.0,1.7,642.0,4.7,1615.0,0.025,0.377,0,1,1,0
APP005515,64.0,112875.0,1.9,761.0,0.5,6571.0,0.058,0.166,0,1,0,0
APP005516,71.1,28079.0,,781.0,5.4,7256.0,0.258,0.015,0,0,1,1
APP005517,91.4,44599.0,0.1,673.0,3.0,30773.0,0.69,0.073,1,1,1,0
APP005518,82.2,207547.0,3.8,645.0,8.7,27445.0,0.132,0.232,0,1,1,1
APP005519,55.2,157276.0,0.2,716.0,6.9,10589.0,0.067,0.379,0,0,1,1
APP005520,80.2,22785.0,12.4,617.0,8.2,4420.0,0.194,0.419,0,1,1,0
APP005521,79.6,48647.0,2.9,744.0,2.7,11515.0,0.237,0.256,0,0,1,1
APP005522,57.9,53191.0,0.9,603.0,5.9,5294.0,0.1,0.08,0,0,1,0
APP005523,82.7,62939.0,6.1,718.0,0.4,12157.0,0.193,0.23,0,2,1,0
APP005524,67.6,105285.0,0.5,648.0,6.2,19628.0,0.186,0.158,1,0,1,0
APP005525,48.9,147782.0,0.2,594.0,0.5,6503.0,0.044,0.437,0,1,1,0
APP005526,76.8,50134.0,6.6,682.0,7.4,11273.0,0.225,0.09,1,0,0,0
APP005527,73.3,96105.0,5.3,615.0,2.7,16721.0,0.174,0.327,0,0,1,0
APP005528,66.6,72324.0,1.9,739.0,1.3,14032.0,0.194,0.16,1,0,1,1
APP005529,69.4,48403.0,9.4,561.0,3.9,3093.0,0.064,0.257,0,0,0,1
APP005530,59.2,17696.0,0.0,670.0,4.0,9447.0,0.534,0.293,0,0,1,0
APP005531,79.2,90317.0,14.7,584.0,1.7,1247.0,0.014,0.191,0,0,1,1
APP005532,69.3,70482.0,7.7,758.0,1.4,12242.0,0.174,0.246,0,0,1,1
APP005533,72.5,61930.0,2.8,714.0,9.5,17834.0,0.288,0.063,1,1,1,0
APP005534,75.4,27207.0,4.2,646.0,0.4,13408.0,0.493,0.303,0,1,1,0
APP005535,52.7,158813.0,6.9,649.0,10.3,12394.0,0.078,0.265,0,1,0,0
APP005536,56.6,53717.0,1.5,802.0,7.2,12157.0,0.226,0.364,0,1,1,0
APP005537,36.9,24715.0,7.5,718.0,12.2,14826.0,0.6,0.205,0,0,1,1
APP005538,78.5,22440.0,22.0,582.0,3.9,5266.0,0.235,0.115,0,0,1,0
APP005539,51.8,73606.0,5.1,734.0,0.9,6285.0,0.085,0.333,0,0,0,0
APP005540,72.0,74933.0,1.0,599.0,25.1,10767.0,0.144,0.446,0,0,1,0
APP005541,75.6,37130.0,,664.0,7.3,23691.0,0.638,0.468,0,0,0,0
APP005542,79.0,64704.0,4.3,461.0,2.3,14285.0,0.221,0.272,1,0,1,0
APP005543,51.9,73172.0,1.9,723.0,3.8,16290.0,0.223,0.05,0,1,1,0
APP005544,69.0,53314.0,3.8,590.0,0.8,8003.0,0.15,0.185,0,0,1,1
APP005545,95.1,,1.0,631.0,2.1,10600.0,0.329,0.584,0,2,1,0
APP005546,95.7,87274.0,4.0,525.0,2.6,9369.0,0.107,0.399,0,1,1,1
APP005547,84.8,81030.0,3.3,666.0,1.7,4104.0,0.051,0.158,0,1,0,1
APP005548,75.1,68914.0,2.2,656.0,1.2,12221.0,0.177,0.088,0,0,1,1
APP005549,54.9,29726.0,11.0,535.0,30.0,8748.0,0.294,0.189,0,2,1,0
APP005550,80.8,22057.0,3.0,653.0,16.2,18278.0,0.829,0.423,0,0,1,0
APP005551,67.6,51324.0,1.1,626.0,3.8,3437.0,0.067,0.119,0,0,0,0
APP005552,78.4,85626.0,11.0,760.0,1.6,7063.0,0.082,0.331,0,0,1,1
APP005553,60.5,91512.0,1.6,586.0,6.4,2707.0,0.03,0.132,0,0,1,1
APP005554,67.4,69608.0,2.4,693.0,30.0,13020.0,0.187,0.244,0,1,1,1
APP005555,72.5,37411.0,5.7,518.0,4.8,17477.0,0.467,0.05,0,1,1,0
APP005556,73.7,30257.0,7.7,657.0,13.2,12923.0,0.427,0.291,0,2,1,0
APP005557,77.4,1213175.0,3.8,682.0,0.5,39210.0,0.808,0.234,0,0,0,0
APP005558,61.3,48804.0,3.0,687.0,3.3,14555.0,0.298,0.47,0,1,1,0
APP005559,49.9,95261.0,18.7,639.0,8.4,5354.0,0.056,0.237,0,1,1,0
APP005560,94.4,36760.0,3.7,806.0,0.2,23201.0,0.631,0.153,0,0,1,1
APP005561,100.0,38639.0,3.6,618.0,4.0,41811.0,1.082,0.281,0,0,1,0
APP005562,76.7,168214.0,2.7,693.0,2.6,15968.0,0.095,0.285,0,0,1,1
APP005563,50.1,124335.0,0.1,622.0,0.9,5910.0,0.048,0.375,0,1,1,0
APP005564,58.4,28863.0,2.8,575.0,8.4,6294.0,0.218,0.062,0,1,1,0
APP005565,77.6,118332.0,4.5,543.0,0.4,12683.0,0.107,0.197,0,0,1,1
APP005566,90.1,25006.0,3.8,568.0,0.2,7471.0,0.299,0.127,0,0,1,1
APP005567,51.8,37781.0,1.9,704.0,0.0,21185.0,0.561,0.032,0,0,0,0
APP005568,68.1,40451.0,0.7,769.0,0.1,8427.0,0.208,0.217,0,0,1,1
APP005569,72.9,46791.0,0.1,704.0,12.9,17970.0,0.384,0.556,0,0,1,0
APP005570,83.0,71101.0,5.2,620.0,5.2,16127.0,0.227,0.3,0,2,1,0
APP005571,64.8,52255.0,2.3,593.0,10.7,3751.0,0.072,0.456,0,1,0,0
APP005572,46.5,70887.0,2.4,665.0,22.1,9326.0,0.132,0.41,0,1,1,0
APP005573,79.3,38519.0,12.2,556.0,0.3,20501.0,0.532,0.47,0,1,1,0
APP005574,86.9,61361.0,,730.0,8.8,8965.0,0.146,0.553,0,1,1,0
APP005575,68.8,51399.0,2.3,683.0,6.2,12584.0,0.245,0.107,0,0,1,1
APP005576,76.1,21311.0,3.1,563.0,1.1,11146.0,0.523,0.201,0,1,1,0
APP005577,62.9,65500.0,0.2,784.0,0.9,5518.0,0.084,0.25,0,0,1,1
APP005578,57.3,51929.0,1.1,541.0,3.2,33171.0,0.639,0.49,0,0,1,0
APP005579,85.4,31941.0,4.3,655.0,14.9,5847.0,0.183,0.171,0,0,1,1
APP005580,75.8,37991.0,19.2,725.0,2.4,5169.0,0.136,0.249,0,0,1,1
APP005581,77.4,,0.4,716.0,8.5,20693.0,0.537,0.742,0,1,1,0
APP005582,92.5,42321.0,13.3,594.0,1.0,6756.0,0.16,0.08,0,0,1,1
APP005583,54.2,140839.0,7.3,613.0,0.1,10431.0,0.074,0.384,0,0,1,1
APP005584,61.7,171811.0,10.2,564.0,2.1,13326.0,0.078,0.486,0,0,1,1
APP005585,72.4,9551.0,2.4,670.0,1.5,20203.0,2.115,0.094,0,2,1,0
APP005586,61.5,65703.0,11.3,724.0,8.5,2278.0,0.035,0.228,0,0,1,1
APP005587,81.7,86940.0,2.3,478.0,0.4,8940.0,0.103,0.249,1,0,1,0
APP005588,67.2,,0.1,700.0,6.4,8040.0,0.187,0.171,0,1,1,0
APP005589,55.1,85550.0,2.5,606.0,1.5,9608.0,0.112,0.43,0,0,1,0
APP005590,71.0,132257.0,4.6,642.0,7.7,17000.0,0.129,0.359,0,1,1,1
APP005591,72.6,21523.0,0.1,554.0,3.4,27859.0,1.294,0.204,0,1,1,0
APP005592,84.0,53117.0,1.0,594.0,4.9,11399.0,0.215,0.114,0,0,1,1
APP005593,75.9,158585.0,7.8,829.0,1.4,5759.0,0.036,0.352,0,1,1,1
APP005594,76.9,23326.0,10.4,620.0,1.8,11624.0,0.498,0.631,0,2,1,0
APP005595,74.8,45746.0,7.5,649.0,0.3,14840.0,0.324,0.353,0,1,1,0
APP005596,67.2,37457.0,3.7,568.0,2.1,12055.0,0.322,0.218,0,0,1,0
APP005597,59.3,,2.3,850.0,1.8,20767.0,0.225,0.047,0,0,1,1
APP005598,74.3,100182.0,7.3,692.0,1.7,6163.0,0.062,0.135,0,0,1,1
APP005599,65.0,54035.0,3.6,648.0,4.7,6410.0,0.119,0.195,0,2,0,0
APP005600,95.3,49977.0,2.6,733.0,0.1,11198.0,0.224,0.004,0,1,1,1
APP005601,90.1,17475.0,5.8,682.0,2.8,22192.0,1.27,0.618,0,2,0,0
APP005602,79.5,115128.0,5.9,635.0,7.3,33144.0,0.288,0.094,1,0,1,1
APP005603,75.7,39660.0,1.9,638.0,12.6,14450.0,0.364,0.35,0,0,0,0
APP005604,68.7,45008.0,2.2,511.0,7.3,12439.0,0.276,0.022,0,2,1,0
APP005605,51.1,87813.0,0.8,617.0,0.2,5105.0,0.058,0.202,0,1,1,0
APP005606,66.8,55191.0,3.5,605.0,11.1,16487.0,0.299,0.064,0,0,0,0
APP005607,71.5,89528.0,4.3,679.0,17.2,4495.0,0.05,0.307,0,0,0,0
APP005608,73.4,70407.0,0.7,631.0,23.5,21080.0,0.299,0.158,0,2,1,0
APP005609,77.0,55397.0,1.4,712.0,2.9,11171.0,0.202,0.265,0,1,1,0
